Topic,Count,Name,Representation,Representative_Docs
89,3,89_second_qualification_independent_emergingquantum,"['second', 'qualification', 'independent', 'emergingquantum', 'absence', 'andstandardisation', 'objectiveindependent', 'tothe', 'privateinvestment', 'quantumcomputers']","['rapidly growing quantum sector rank second world tothe number quantum company second attracting privateinvestment leading competition europe', 'lack quality confidence technology inthe absence comparability independent qualification quantum technology component', 'build quality infrastructure quantum technology creates advantage emergingquantum industry germany objectiveindependent characterisation qualification andstandardisation quantum technology component comparative benchmark quantumcomputers independent architecture']"
90,3,90_esdc_foreign_indemand_designated,"['esdc', 'foreign', 'indemand', 'designated', 'referral', 'referred', 'firm', 'employment', 'occupation', 'temporary']","['global skill strategy', 'also intended firm canada need fill indemand highly skilled position global talent occupation list', 'federal department programming global talent stream employment social development canada esdc part temporary foreign worker program designed innovative firm canada referred esdc designated referral partner need unique specialized foreign national scale grow']"
91,3,91_analysisof_cyberthreats_effectbased_examplequantum,"['analysisof', 'cyberthreats', 'effectbased', 'examplequantum', 'token', 'withothers', 'promote', 'countermeasure', 'basedon', 'quantumcommunication']","['provide guidance quantum business researcher work safely withothers protect work intellectual property including cyberthreats', 'promote research security technology basedon quantum mechanical principle examplequantum effectbased security token', 'promote research security quantumcommunication practical application analysisof potential attack effective countermeasure']"
92,3,92_goto_preferred_location_business,"['goto', 'preferred', 'location', 'business', 'chain', 'andan', 'anintegral', 'andglobal', 'forinvestors', 'showcase']","['showcase quantum company home overseas launching targeted campaign generate business global supply chain unlock capital help company scale', 'support business making goto place quantum business anintegral part global supply chain well preferred location investor andglobal talent', 'support business making goto place quantum business andan integral part global supply chain well preferred location forinvestors global talent']"
93,3,93_community_coordinate_foster_consensus,"['community', 'coordinate', 'foster', 'consensus', 'ukcommercialising', 'projectsinvolving', 'thedifferent', 'tocomponents', 'rare', 'technologytransfer']","['extent collaboration within quantum community aparticular rare strength government funded projectsinvolving quantum organisation innovate ukcommercialising quantum challenge alone interplay thedifferent element community hardware software tocomponents enablers particularly strong', 'foster dialogue collaboration quantumfocused researcher across discipline engage broader scientific community highlight share relevant scientific advance grow coordinate quantum research community', 'deepening engagement quantum industry foster formation quantum consortium participant industry academia government forecast establish consensus need roadblock coordinate effort precompetitive research address intellectual property concern streamline technologytransfer mechanism']"
94,3,94_mpg_qst_ptb_initiative,"['mpg', 'qst', 'ptb', 'initiative', 'billion', 'field', 'ptbs', 'bavaria', 'mqv', 'unique']","['investment unleash innovation develop globally competitive quantum technology sector must ensure company access finance stage growth quantum technology require large amount investment produce return lengthy research development cycle reach market requiring patient capital technology sector later funding round key enable company scaleup expand manufacturing capability technology reach market challenge particularly important quantum computing company due large capital requirement developing scaling hardware great place business access funding need innovation fastgrowing tech company continued raise nearrecord level billion france billion germany billion combined take total raised past five year nearly billion billion', 'government investment date national quantum technology programme created unique diverse pool talent capability knowhow within quantum sector however given pace change globally challenge bringing quantum widespread use right time set clear ambition funding certainty next ten year capitalise leading position accelerate path commercialisation strategy set bold ambitious approach supporting quantum technology across broad spectrum quantum computing sensing timing imaging communication develop strength across different hardware platform software component reinforce capability throughout supply chain although international collaboration essential part approach uk interest rely purely others access critical technology also invest strengthen key ecosystem enablers skill infrastructure regulation standard monitor development technology country development market ensure flex approach deliver best possible outcome new tenyear vision plan commitment vision leading quantumenabled economy world leading sector quantum technology integral part uk future digital infrastructure advanced manufacturing base driving growth helping build thriving resilient economy society achieve commit billion developing quantum technology ten year doubling current public investment aim generate additional billion private investment theprogramme programme ensure home worldleading quantum science engineeringgrowing knowledge skill', 'mpg see contribution national strategy primarily within context continuation expansion excellent fundamental research also includes opening new subject area paying attention patenting new idea promoting spinoff company startup participating national international research network mpg make essential contribution transfer fundamental phenomenon second quantum revolution applicationrelevant technology example mpg played key role expert council identified central challenge field quantum computing issued recommendation future action form national roadmap beginning mpg tightened strategy regard qst extensive activity launched internally externally two briefly explained max planck quantum alliance mpqa important component sustainable longterm strategy mpg area qst establishment internationally visible umbrella organisation unites various activity new existing within mpg provides platform implementation measure mpqa initiative aim increase global visibility mpg qst strengthen collaboration within mpg participating department field qst increase competitiveness attracting top talent much demand internationally qst research topic located core area different institute especially regard scientific concept andor required technological infrastructure interdisciplinarity qst remains ongoing challenge munich quantum valley mqv mpg driving force behind munich quantum valley initiative aim establish quantum computing quantum technology bavaria unique network kind europe member initiative bavarian academy science humanity badw ludwig maximiliansuniversitt mnchen lmu technische universitt mnchen tum friedrich alexanderuniversitt erlangennrnberg fau fraunhofer gesellschaft fhg german aerospace center dlr mpg signed founding charter mqv association january free state bavaria supporting initiative eur million funding hightech agenda bavaria addition eur million funding programme run federal ministry education research quantum technology stimulus package federal ministry economic affair climate action obtained submission joint application member initiative scientific institution research institute company thus far joined force umbrella mqv main goal initiative establish centre quantum computing quantum technology zqq next five year centre provide access computer based three technology quantum computing seem promising moment superconducting ionic atomic qubits research industry thereby closely interlinked ensure efficient technology transfer promote establishment startup company initiative also envisages establishment quantum technology park used research institution together german european hightech company greater munich area shown great interest already active field qst among company airbus attocube bmw fujitsu google huawei infineon menlo system microsoft ohb rohdeschwarz siemens toptica photonics volkswagen research capacity thereby bundled together scientific finding translated marketable product accelerated pace addition activity supported qualification training offer well funding programme quantum technology startup inner working apparatus ion trapped physikalischtechnische bundesanstalt national metrology institute germany ptb within scope statutory mandate federal institute metrology ptb responsible traceability field metrology provision service well field quantum technology example ptbrelevant quantum technology highprecision quantum standard electrical quantity resistance voltage highprecision sensor magnetic field pressure temperature singleelectron pump highgrade nontraditional property well singlephoton source detector quantum radiometry quantum cryptography furthermore ultrastable accurate optical clock farreaching field application communication navigation geodesy feature among ptbs significant research result past ptb consistently expanded development quantum metrology quantum sensor technology part regular strategic planning result enormous economic potential expected demand research industry within framework representation unit significantly based quantum physic since ptb combine important field quantum technology technologically leading position one roof characterised longstanding close cooperation industry put ptb position support german economy unique way new economic field unique world opened germany way clear locational advantage therefore developed germany end quantum technology competence centre qtz named quantentechnologien von den grundlagen zum markt quantum technology fundamental market framework programme established since ptbs reference point access expertise infrastructure partner industry science central goal support development economic potential enables ptbs expert knowledge role national metrology institute effectively used exploit potential quantum technology optimum added value society economy generated qtz focus field action briefly set robust component technology application market requires robust anduserfriendly component device canalso used nonexperts tough environment industrial operation ptb enables qtcomponents already established ptb otherresearch institution developed tomeet requirement practical application']"
95,3,95_cluster_supply_chain_nssif,"['cluster', 'supply', 'chain', 'nssif', 'investment', 'longestablished', 'nssifs', 'south', 'photonics', 'arm']","['industrial strength supply chain area photonicselectronics cryogenics essential quantum technology wehave world leading cluster compound semiconductor cluster south wale longestablished photonics cluster scotland', 'national security strategic investment fund nssif government corporate venture capital arm dualuse advanced technology nssif invests commercially advanced technology firm alongside investor support longterm equity investment coinvest every pound invest leveraged private investment nssifs quantum strategy aim support thriving ecosystem deliver early quantum advantage national security defence british technology investment limited act nssifs direct investment arm nssif made direct investment quantum technology company addition broad exposure range quantum firm via indirect fundoffunds investment growing global supply chain supply chain underpins quantum sector whilst still nascent already truly global based survey relevant company importing element supply chain develop quantum technology company key part global supply chain', 'industrial strength leading company across supply chain area photonics electronics cryogenics essential quantum technology world leading cluster compound semiconductor cluster south wale longestablished photonics cluster scotland promote company domestic global supply chain boost investment work key organisation ukquantum techuk department forbusiness trade develop promotional material targeted critical user sector fordissemination nationally internationally well deliver targeted globalopportunities campaign working global partner promote sector overseas build trade opportunity openup investment collaboration opportunity company work international partner consider future security supply facilitate thegrowth trusted supply chain sector benefiting growth ukecosystem well partner nation']"
96,3,96_fraunhofer_cap_fraunhofergesellschaft_laser,"['fraunhofer', 'cap', 'fraunhofergesellschaft', 'laser', 'photonics', 'germaneuropean', 'paradigmshift', 'netzero', 'miniature', 'industrydriven']","['additional startupscompanies founded fieldof quantum communication germany', 'fraunhofergesellschaft working intensively key emerging technology since already provided funding flagship quilt project focus quantum imaging high demand scientific excellence strong application potential first largescale research activity complementary fraunhofergesellschaft provides german landscape access already existing quantum computer including germaneuropean legal data base data locality future fraunhofergesellschaft continue specifically promote potential quantum technology germany europe particularly see opportunity following area targeted development competence systemsto help shape scientific technological paradigmshift', 'fraunhofer centre applied photonics cap glasgow fraunhofer cap worldleading centre applied laser research development important application quantum technology located technology innovation centre university strathclyde fraunhofer cap play important role tying together photonics quantum cluster scotland conducting industrydriven research support development new product adoption fraunhofer cap responsible enabling commercialisation quantum technology many governmentsupported project national quantum technology programme included development miniature device laser photon source coldatom sensor optical ground receiver satellite qkd fraunhofer also prominent position across technology sector space defence netzero health']"
97,5,97_optimisation_fraunhofergesellschaft_quantummachine_researchareas,"['optimisation', 'fraunhofergesellschaft', 'quantummachine', 'researchareas', 'code', 'learning', 'developmentof', 'ibm', 'algorithm', 'bmwk']","['also strong technology artificial intelligence highperformance computing space telecom engineering biology whichwhen integrated quantum technology could boost capability andimpact', 'establishment network quantum algorithm software focus onindustryspecific application address optimisation problem procedure look inparticular search within large data pool', 'path discovering practical relevance quantum computing various application area optimisation machine learning quantum simulation pursued code addition development method circuit optimisation error mitigation code intends extend cooperation ibm ibm hub beyond fraunhofergesellschaft zur frderung der angewandten forschung fraunhofer society promotion applied research fhgthe fraunhofergesellschaft world leading organisation applicationoriented research focussing futurerelevant key emerging technology utilisation result business industry play central role innovation process quantum technology currently crucial initial phase second quantum revolution trigger disruptive change science business society fraunhofergesellschaft meeting challenge posed quantum technology following way based application expertise fraunhofergesellschaft identifies quantum added value incommunication computing imaging sensortechnology working closely partner fromindustry']"
98,3,98_startup_excellent_thereare_itto,"['startup', 'excellent', 'thereare', 'itto', 'youngcompanies', 'welltrained', 'opportunitiesalready', 'entrepreneurialecosystem', 'importantplayers', 'theencouragement']","['support spinoff company universitiesand research institution goal build holistic internationally competitive entrepreneurialecosystem quantum technology', 'facilitation access especially youngcompanies startup small mediumsizedenterprises existing quantum technology expertise infrastructure university researchinstitutions particularly necessary thedeeptech field quantum technology order toeffectively translate germany excellent startingposition research application bring itto market', 'handson training quantum education support startup implementation themarket requires welltrained staff thereare currently enough training opportunitiesalready existing connection ptb importantplayers industry provide excellent startingpoint training quantum work force thiskind promptly required making use userplatforms particularly suited purpose another option knowledge transfer theencouragement promotion business startup']"
99,3,99_single_optical_crossed_harshspace,"['single', 'optical', 'crossed', 'harshspace', 'easytohandle', 'electrically', 'glass', 'crossing', 'telecommunicationsgroup', 'onchip']","['robust miniaturised optical quantum systemslabonchip technology highprecision spacetime acceleration measurement harshspace condition', 'development easytohandle electrically operated onchip single photon emitter operate atroom temperature telecommunicationsgroup', 'inside vacuum chamber physicist max planck institute quantum optic trap single atom two crossed optical resonator formed two glass fibre seen crossing point setup enables nondestructive detection photonic qubits']"
100,3,100_dfg_bwi_european_project,"['dfg', 'bwi', 'european', 'project', 'federal', 'funding', 'framework', 'german', 'research', 'close']","['order focus ambitious technoeconomic goal conceptual framework programme quantum technology justice budgetary priority private funding public funding funding measure also successively take account increasing degree technology maturity part framework condition aim conceptual framework programme create close network actor establish first product market timely manner mean joint research development germany particularly benefit large number potential user many different sector rapid interlocking development initial pilot application well testbeds standard allow technology tested real use scenario federal government see great potential following area particular laboratory coating system ion beam coating economic innovative strength development quantum technology progressed point enter growing number area economic life coming year looking long term successful application quantum technology associated enormous market potential german company use offer innovative product service addition development distribution technology wide range new opportunity application opening across sector product development service offering field quantum sensor technology communication first product already market business benefit sale use new technology end federal government create foundation research industry within framework conceptual framework programme bring first application market lighthouse project quantum sensor technology forexample exploration raw material thereconnaissance construction ground useof highly accurate inertial positioning navigation system', 'tive federal state close networking federal government specific measure priority federal state ensured regular coordination meeting working level addition significant momentum also result close contact academy association build strong international partnership secure technological sovereignty federal government goal ensure sovereignty term access relevant building block future technology goal pursued holistically promoting entrepreneurial quantum technology ecosystem helping shape development application providing equal footing ensuring remains line value german government relying strategic european approach political goal technological sovereignty european action dedicated quantum technology collated european level since mainly quantum flagship supplemented example european funding metrological aspect euramet framework rampup phase flagship project completed course successful implementation need set end horizon europe digital europe programme support research development well development infrastructure networking national european funding measure take place different level example quantera initiative support transnational funding project also close coordination commission esa member state pooling national european fund larger structural measure take place paneuropean procurement quantum computer integration hpc environment eurohpc establishment european quantum communication network euroqci space component saga furthermore framework partnership agreement open testing experimentation launched aim bring together european testbeds quantum technology field standardisation publication roadmap standardisation need european cencenelec expected', 'project work partner science industry startup administration relies collaborative approach first partner already found within selection process project represents interface science industry administration therefore regard enabler modern futureoriented administrative structure tie seamlessly digital topic federal data atlas federal competence centre time bundesdruckerei together systel founded bundesquantenallianz bqa order research quantum technology went beyond scope project behalf federal administration together federal federallinked company currently bqa discussion federal institution ptb bam federal quantum alliance thus useful addition various quantum alliance germany shown date since explicitly address company authority owned federal government multiply insight gained qugov project information found young man sitting desk three computer screen front another young man sitting opposite bwi gmbh bwi gmbh whollyowned federal company software house bundeswehr link military industry bwi operates develops used within german armed force carry digital transformation project test implement innovative use case latter case particular bwi focus early applicationoriented use novel technology respect bwi clearly distinguishes research portfolio service bwi primarily build research result enables subsequent implementation practice end competence centre quantum enabled technology founded within innovation technology division bwi stated aim raise awareness quantum technology bwi bundeswehr environment market technology screening knowledge transfer consulting project individual trial used draw specific recommendation action bwis service portfolio deutsche forschungsgemeinschaft german research foundation dfg dfgs primary task promote cuttingedge knowledgedriven research dfg particularly active area research determines topic following dynamic scientific knowledge process eligible individual group institution therefore submit funding proposal dfg time topic increasing demand individual funding coordinated programme associated increase volume award field quantum technology show dfgs instrument addressing need across entire spectrum funding total project carrying annual funding amount eur million directly related research field quantum technology funded time eur million awarded cluster excellence corresponds increase within three year coordinated programme collaborative research centre research training group cluster excellence individual research area often strongly influenced quantum technology entire consortium tends pursue fundamental research natural science engineering course formative strategic trading european research area dfg participates eranet eufunded association research funding organisation drawn country support research quantum technology specifically call transnational project last call proposal dfg responsible funding participation germany fundamental scienceoriented project project partly funded dfg start next call proposal dfg plan participate take place within framework two major research instrumentation initiative research quantum technology launched dfg providing support eight university total approximately eur million aim largescale equipment initiative make latest technology available research two tender issued spinbased quantum light microscope quantum communication test environment qcde addition dfg also funding research training group since aim establish new professional group photonic quantum engineer deutscher wetterdienst german weather service dwd']"
101,3,101_acceleration_bebetter_byfocussing_programmerequirements,"['acceleration', 'bebetter', 'byfocussing', 'programmerequirements', 'programmework', 'progresstowards', 'oaccelerator', 'tofund', 'tospeed', 'realworlddemonstrations']","['oaccelerator programme increase pace progresstowards development commercialisation quantumtechnologies', 'launch new round industryled innovation funding opportunity new tenyear programmework industry undertake feasibility study key infrastructure programmerequirements enable future benefit associated quantum technology bebetter understood realised starting quantum communication', 'develop new acceleration programme quantum technology support thesector capitalising market opportunity acceleration programme help tospeed commercialisation industrialisation linking sector endusers byfocussing system integration roadmapping application realworlddemonstrations start additional million next two year tofund accelerator quantum networking collaborative programme industry']"
102,3,102_arrival_prepare_concrete_step,"['arrival', 'prepare', 'concrete', 'step', 'taken', 'thing', 'believing', 'arent', 'differently', 'exactly']","['quantum technology societal good quantum technology offer stepchange performance across wide range application enablers wider innovation across economy billion expected benefit estimated globally coming decade future application quantum technology include', 'business taken concrete step prepare arrival quantum computing business within key relevant sector aware potential quantum technology relevant business taken step global leader establishing global standard quantum prepare arrival quantum computing create national international regulatory framework supportsinnovation ethical use quantum technology protects ukcapabilities national security', 'goal driving adoption quantum technology drive adoption quantum technology deliver benefit economy society national security reap full benefit sector economy must understand opportunity quantum technology industry researcher public sector need understand explore utilise quantum technology thing differently even thing currently arent possible challenging emerging sector always clear exactly quantum technology offer competitive advantage recent report found business taken concrete step prepare arrival quantum computing despite believing quantum computing play important role industry']"
103,5,103_chaired_report_minister_prime,"['chaired', 'report', 'minister', 'prime', 'engineering', 'ukquantum', 'regularly', 'council', 'progress', 'academy']","['work closely ukquantum representative quantum industry sectorand key industry professional body institute physic theroyal academy engineering institute engineering technology andtechuk make sure industry view understood taken account', 'consulted widely work strategy would like thank contributed call evidence participated workshop discussion particularly grateful advice partner national quantum technology programme independent strategic advisory board chaired sir peter knight institute physic institution engineering technology techuk royal academy engineering ukquantum support', 'strategy set tenyear vision plan priority action quantum technology develop need make key strategic decision focus effort realise benefit technology early stage important continue build science grow vibrant ecosystem explore range technology platform part supply chain world leading strength addition focussing software use case exploration also important targeted working industry accelerate development within high value application emerge grow world class quantum sector deliver benefit economy society therefore develop priority action time within wider programme based progress wider trend full consultation quantum community report regularly national science technology council chaired prime minister publish annual report progress objective position today target ensure home worldleading quantum science engineeringgrowing knowledge skill']"
104,3,104_route_visa_individual_talented,"['route', 'visa', 'individual', 'talented', 'fellowship', 'scaleup', 'innovator', 'ukri', 'allows', 'epsrcs']","['support global quantum talent moving enhanced visa route forhighlyskilled individual', 'visa route government updating route talented individual field quantum use come continue career ensure quantum sector able make full use opportunity announced innovation strategy include high potential individual route make simple possible internationally mobile researcher demonstrate high potential come based graduation eligible top global university scaleup route allows talented individual offer qualifying scaleup come revitalised innovator route allows talented innovator entrepreneur start run business either venture backed innovative route refreshed simplify streamline business eligibility criterion build flexibility global talent visa route open leader potential leader science technology applicant must endorsed one six endorsing body route include royal society ukri awarded prestigious prize applicant may qualify endorsement eligible job offer individual fellowship research grant approved ukri', 'people knowhow driving early development emerging sector provided strong support growing highlyspecialised skill needed quantum sector since trained doctoral studentscentres doctoral training cdts defence science technology laboratory dstl national physical laboratory also funded fellowship support brightest best undertake research recognising importance academic freedom great thing including epsrcs fellowship quantum fellowship instrumental nurturing early talent providing access specialist support equipment allowing individual grow international network success award seen world class research spinouts resulted current former fellow include joint epsrc nqcc scheme support fellow build career deliver cuttingedge research epsrc open fellowship supporting talented researcher across epsrcs portfolio ukri future leader fellowship designed develop next generation worldclass researcher across university business environment stfc ernest rutherford fellowship enabling early career researcher establish research programme benefitted attracting quantum talent around world uk pointsbased immigration system provides attractive route highly skilled people move including high potential individual visa scaleup visa innovator visa global talent visa however visa system sometimes act barrier attracting highly talented individual work partner across government ensure immigration system allows company university attract top talent high demand multiple country']"
105,3,105_programme_specific_existing_current,"['programme', 'specific', 'existing', 'current', 'transition', 'enablingdemonstration', 'missionfocussed', 'todrive', 'projectbased', 'greaterrd']","['missionfocussed programme specific outcomefocussed innovation programme todrive development towards set societal economic benefit', 'recognise need make smooth transition current programme new tenyear programme current phase programme continue deliver world leading research existing core element next year consult widely specific future programme also make additional investment within existing programme support transition additional investment include million continue develop existing application area computingcommunications sensing imaging timing new quantum hub activity', 'industryled innovation programme projectbased programme encouraging greaterrd activity investment industry area address existingchallenges commercialisation programme might include feasibility project explore new opportunity commercialisation quantum technology collaborative innovation project tackle challenge translating commercialising quantum accelerator programme grow specific technology sector company andaccelerate path commercial technological maturity building key strengthsin current programme landscape promoting sovereign capability andmarket leadership area significant market opportunity programme willfocus bridging gap early growth market readiness enablingdemonstration realworld setting user integrator']"
106,3,106_set_chapter_telecom_superpower,"['set', 'chapter', 'telecom', 'superpower', 'lever', 'biology', 'semiconductor', 'tomorrow', 'mission', 'framework']","['work relevant lead across government agree sector tech specific actionplans better articulate value proposition resulting action enablingtechnological convergence early priority telecom defence space highperformance computing semiconductor industry', 'government published science technology framework build science technology superpower help deliver stronger growth better job bold discovery tackle challenge today tomorrow science technology framework designed consultation expert practitioner across industry academia government address key challenge delivering uk science technology superpower ambition represents commitment wholeofgovernment plan introducing truly system approach ensure policy delivery funding messaging lever across traditional siloes aligned channelled secure strategic advantage top priority includes boosting investment research development building uk already enviable talent skill base investing research innovation infrastructure ensuring regulate way support innovation growing technology sector framework also set systematic way identifying priority technology first five including quantum technology well engineering biology semiconductor future telecom quantum technology benefit wider use government lever set framework national quantum strategy therefore focus quantum specific activity government others need undertake addition wider government initiative support growth sector following chapter set achieve four goal', 'raise awareness opportunity foster right connection build understanding user need set direction providing signal intent focussing effort quantum deliver value set area opportunity relate net zero national security health digital innovation critical growth sector particularly relating four technology tomorrow future telecom semiconductor engineering biology previous chapter set missionsbased approach galvanise research innovation activity towards defined societal benefit two tech mission pnt computing important testing ground ambitious future mission include focus application greatest impact drive early adoption key sector financial service life science developing testbeds different hardware platform focus current computing mission look expand effort technology develops bridging gap nascent technology development end user application important role nqcc potential ambitious mission drive largescale testing across selected sector work supported expanded government procurement activity catalyst fund set later chapter concentrate pairing capability quantum government biggest challenge']"
107,3,107_bymultilateral_internationalnorms_goodsection_toachieve,"['bymultilateral', 'internationalnorms', 'goodsection', 'toachieve', 'opportunitieschallenges', 'societal', 'publicprivate', 'engagement', 'relating', 'us']","['play leading role likeminded partner around world shape internationalnorms standard relating quantum technology including developed bymultilateral body', 'encourage industry engagement providing appropriate mechanism publicprivate partnership', 'aim international engagement collaborate share expertise international partner opportunitieschallenges key us quantum especially technology could help toachieve major societal goal set quantum tech societal goodsection']"
